시설물라벨명칭,시설물종류명,시설물용도분류명,시설물물품구분,지번주소명,도로명주소명,경도,위도,좌표,사용유형분류명,시설물상태,접속포트,시설물설치일,센터분류명,지구분류명,아이콘지아이에스표출여부,이전전시설물유형,번호인식카메라여부,완제품구분,비상벨현장단말전화번호,비상벨센터단말전화번호,관리지역분류명,비상벨여부,경찰지구대,등록일시,수정일시,행정동분류명,행정동,씨씨티브이방향각지원여부,관리번호,행정동명
[재건축-철거]G244001(G9003)_우장산동 1028-41 (그린파킹),CTV,GPK,그린파킹,우장산동 1028-41,화곡로31길 44,126.84103638947655,37.544619147186125,0,D,1,,20110101,KSG,077,Y,,N,S,,777002,KSG,N,,2016-07-27 02:08:04,2020-09-28 10:04:28,1150061500,,Y,G244001,
C181042(SC142) - 마곡서로 연결녹지40호 앞,CTV,POC,방범용,마곡동 323-6 ,마곡서로 연결녹지40호 앞,126.82420055871314,37.57158451692755,0,Y,0,,20160701,KSG,077,Y,,N,S,,777002,KSG,N,,2016-07-28 02:08:04,2020-10-14 15:15:18,1150060300,,Y,C181042,
C181037(SC105) - 마곡중앙3로 N3(종교 부지) 앞 삼거리,CTV,POC,방범용,마곡동 725-60 ,마곡중앙3로 N3(종교 부지) 앞 삼거리,126.81867639165222,37.562974261271755,0,Y,0,,20160701,KSG,077,Y,,N,S,,777002,KSG,N,,2016-07-28 02:08:04,2020-10-14 15:15:18,1150062000,,Y,C181037,
C181038(SC107) - 마곡서1로 111-15단지 건너편,CTV,POC,방범용,마곡동 731-120 ,마곡서1로 111-15단지 건너편,126.81747341323363,37.56668984759935,0,Y,0,,20160701,KSG,077,Y,,N,S,,777002,KSG,N,,2016-07-28 02:08:04,2020-10-14 15:15:18,1150063000,,Y,C181038,
C181039(SC117) - 마곡서1로와 공항대로 교차 사거리,CTV,POC,방범용,마곡동 730-314 ,마곡서1로와 공항대로 교차 사거리,126.8199302895919,37.5601828278002,0,Y,0,,20160701,KSG,077,Y,,N,S,,777002,KSG,N,,2016-07-28 02:08:04,2020-10-14 15:15:18,1150062000,,Y,C181039,
C181057(SC113) - 마곡서1로 근린공원3호 하단부,CTV,POC,방범용,마곡동 730-611 ,마곡서1로 근린공원3호 하단부,126.820029,37.5554986,0,Y,0,,20170630,KSG,077,Y,,N,S,181057,777002,KSG,N,,2016-07-28 02:08:04,2020-10-14 15:15:18,1150061100,,Y,C181057,
C181041(SC141) - 마곡서로 185-1,CTV,POC,방범용,마곡동 317-1 ,마곡서로 185-1,126.82529369445394,37.570917018414264,0,Y,0,,20160701,KSG,077,Y,,N,S,,777002,KSG,N,,2016-07-28 02:08:04,2020-10-14 15:15:18,1150060300,,Y,C181041,
C181043(SC143) - 양천로30길 연결녹지38호 앞,CTV,POC,방범용,마곡동 222-41 ,양천로30길 연결녹지38호 앞,126.82277195879743,37.57302973958555,0,Y,0,,20160701,KSG,077,Y,,N,S,,777002,KSG,N,,2016-07-28 02:08:04,2020-10-14 15:15:18,1150060300,,Y,C181043,
C181038(SC107) - 마곡서1로 111-15단지 건너편(보조1) (9시 방화대로),CTV,POC,방범용,마곡동 731-120,마곡서1로 111-15단지 건너편,126.81747341323363,37.56668984759935,0,Y,0,,20160701,KSG,077,Y,,N,S,,777002,KSG,N,,2016-07-28 02:08:04,2020-10-14 15:15:18,1150063000,,N,C181038,
C181042(SC142) - 마곡서로 연결녹지40호 앞(보조1) (11시 신안빌라1동),CTV,POC,방범용,마곡동 323-6 ,마곡서로 연결녹지40호 앞,126.82420055871314,37.57158451692755,0,Y,0,,20160701,KSG,077,Y,,N,S,,777002,KSG,N,,2016-07-28 02:08:04,2020-10-14 15:15:18,1150060300,,N,C181042,
C181043(SC143) - 양천로30길 연결녹지38호 앞(보조1) (6시 마곡동 우편취급국),CTV,POC,방범용,마곡동 222-41 ,양천로30길 연결녹지38호 앞,126.82277195879743,37.57302973958555,0,Y,0,,20160701,KSG,077,Y,,N,S,,777002,KSG,N,,2016-07-28 02:08:04,2020-10-14 15:15:18,1150060300,,N,C181043,
C181041(SC141) - 마곡서로 185-1(보조1) (7시엠벨리4단지),CTV,POC,방범용,마곡동 317-1 ,마곡서로 185-1,126.82529369445394,37.570917018414264,0,Y,0,,20160701,KSG,077,Y,,N,S,,777002,KSG,N,,2016-07-28 02:08:04,2020-10-14 15:15:18,1150060300,,N,C181041,
C181039(SC117) - 마곡서1로와 공항대로 교차 사거리(보조1) (3시 마곡역),CTV,POC,방범용,마곡동 730-314 ,마곡서1로와 공항대로 교차 사거리,126.8199302895919,37.5601828278002,0,Y,0,,20160701,KSG,077,Y,,N,S,,777002,KSG,N,,2016-07-28 02:08:04,2020-10-14 15:15:18,1150062000,,N,C181039,
C181057(SC113) - 마곡서1로 근린공원3호 하단부(보조1) (12시 반야정사),CTV,POC,방범용,마곡동 730-611 ,마곡서1로 근린공원3호 하단부,126.820029,37.5554986,0,Y,0,,20170630,KSG,077,Y,,N,S,181057,777002,KSG,N,,2016-07-28 02:08:04,2020-10-14 15:15:18,1150061100,,N,C181057,
P183002(SC공원02) - 마곡중앙5로 근린공원2호 내,CTV,PPC,공원방범,마곡동 731-59 ,마곡중앙5로 근린공원2호 내,126.82247229307353,37.56673216259027,0,Y,0,,20160701,KSG,077,Y,,N,S,,777002,KSG,N,,2016-07-28 02:08:04,2020-10-14 15:15:18,1150063000,,Y,P183002,
P183004(SC공원07) - 마곡서로 어린이공원 3호 내,CTV,PPC,공원방범,마곡동 333 ,마곡서로 어린이공원 3호 내,126.82462214861745,37.570669816645264,0,Y,0,,20160701,KSG,077,Y,,N,S,,777002,KSG,N,,2016-07-28 02:08:04,2020-10-14 15:15:18,1150060300,,Y,P183004,
P183001(SC공원01) - 마곡중앙5로 근린공원2호 내,CTV,PPC,공원방범,마곡동 731-171 ,마곡중앙5로 근린공원2호 내,126.82145801560064,37.56651226892471,0,Y,0,,20160701,KSG,077,Y,,N,S,,777002,KSG,N,,2016-07-28 02:08:04,2020-10-14 15:15:18,1150063000,,Y,P183001,
P183003(SC공원06) - 마곡중앙5로 소공원1호 내,CTV,PPC,공원방범,마곡동 731-62 ,마곡중앙5로 소공원1호 내,126.82192215282427,37.56777455842502,0,Y,0,,20160701,KSG,077,Y,,N,S,,777002,KSG,N,,2016-07-28 02:08:04,2020-10-14 15:15:18,1150063000,,Y,P183003,
SC105 - 마곡중앙3로 N3(종교부지) 앞 삼거리 - 무선AP,WAP,WAP,무선AP,마곡동 725-60 ,마곡중앙3로 N3(종교 부지) 앞 삼거리,126.81867639165222,37.562974261271755,0,Y,0,,,KSG,077,Y,,N,S,,777002,KSG,N,,2016-07-28 15:16:47,2016-10-18 17:38:15,,,N,SC105,
C241016(A1112)_우장산동 84-19화곡로방향,CTV,POC,방범용,우장산동 84-19,화곡로41길 30,126.8438244,37.54672503,0,Y,0,,20120401,KSG,077,Y,,N,S,,777002,KSG,N,05,2016-07-26 02:08:03,2020-10-14 15:15:15,1150054000,,Y,C241016,
C291018_화곡동 1114-29(보조1) - 강서 동도센트리움 오피스텔 방향,CTV,POC,방범용,화곡동 1114-29,공항대로46길 13,126.853702,37.554708,0,Y,0,,20151201,KSG,077,Y,,N,S,,777002,KSG,N,02,2016-02-05 14:30:40,2020-10-14 15:15:16,1150059100,,N,C291018,
C161017_등촌동 532-1(보조1) (7시 태진아파트),CTV,POC,방범용,등촌동 532-1,,126.862523,37.550494,0,Y,0,,20151201,KSG,077,Y,,N,S,,777002,KSG,N,08,2016-02-05 14:30:40,2020-10-14 15:15:16,1150053000,,N,C161017,
B1009_보라유치원 - 카메라 1,CTV,POC,방범용,등촌3동 694 보라유치원,공항대로39길 100,126.84662,37.563328,0,D,0,,,KSG,077,Y,,N,S,121009,777002,KSG,N,06,2016-02-12 02:08:08,2016-10-18 17:38:14,,,N,,
B1009_보라유치원,CTV,POC,방범용,,,0,0,0.1,D,0,,,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-12 02:08:08,2016-10-18 17:38:13,,,N,,
SC118_마곡서1로와 마곡중앙3로 교차 사거리 - 앰프(비상벨),EGB,EGB,앰프(비상벨),마곡동,마곡서1로와 마곡중앙3로 교차 사거리,126.82115734485,37.5628353250085,0,Y,0,,20151210,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00:00,2019-03-06 15:54:28,,,N,SC118,
SC118_마곡서1로와 마곡중앙3로 교차 사거리 - 무선AP,WAP,WAP,무선AP,마곡동,마곡서1로와 마곡중앙3로 교차 사거리,126.82115734485,37.5628353250085,0,Y,0,,20151210,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00:00,2016-10-18 17:38:14,,,N,SC118,
SC118_마곡서1로와 마곡중앙3로 교차 사거리 - 디자인폴,POL,POL,폴,마곡동,마곡서1로와 마곡중앙3로 교차 사거리,126.82115734485,37.5628353250085,0,Y,0,,20151210,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00:00,2016-10-18 17:38:14,,,N,SC118,
SC118_마곡서1로와 마곡중앙3로 교차 사거리 - 디자인함체,HUL,HUL,함체,마곡동,마곡서1로와 마곡중앙3로 교차 사거리,126.82115734485,37.5628353250085,0,Y,0,,20151210,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00:00,2016-10-18 17:38:14,,,N,SC118,
SC공원11 - 마곡중앙3로 어린이공원6호 앞 - 스위치1,SWC,SWC,광스위치,마곡동,마곡중앙3로 어린이공원6호 앞,126.82259868434215,37.563403561850244,0,Y,0,,20151210,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00:00,2019-03-06 12:55:05,,,N,SC공원11,
SC공원11 - 마곡중앙3로 어린이공원6호 앞 - 전원제어장치,PWE,PWE,전원제어장치,마곡동,마곡중앙3로 어린이공원6호 앞,126.82259868434215,37.563403561850244,0,Y,0,,20151210,KSG,077,Y,,N,S,30333,777002,KSG,N,,2016-02-15 10:00:00,2019-03-06 12:55:05,,,N,SC공원11,
C161018_등촌2동 520-6(보조1) (2시),CTV,POC,방범용,등촌2동 520-6,등촌로51나길29,126.86058450111775,37.548038060784215,0,Y,0,,20151201,KSG,077,Y,,N,S,,777002,KSG,N,08,2016-02-05 14:30:40,2020-10-14 15:15:16,1150053000,,N,C161018,
C191014_발산1동 682(고정1) (4시 발산1동 681-25 방향),CTV,POC,방범용,발산1동 682,공항대로36가길 56-6,126.83285,37.55387,0,Y,0,,20151201,KSG,077,Y,,N,S,,777002,KSG,N,10,2016-02-05 14:30:40,2020-10-14 15:15:16,1150061100,,N,C191014,
C311035_화곡동 56-23(고정2) 화곡본-1 공영주차장 방향,CTV,POC,방범용,화곡동 56-23, 초록마을로18길 36,126.84899969742764,37.540533766620236,0,Y,0,,20151201,KSG,077,Y,,N,S,,777002,KSG,N,02,2016-02-05 14:30:40,2020-10-14 15:15:16,1150059000,,N,C311035,
C151014_등촌동 654-58(고정1) (1시 화곡로64길 89앞 삼거리),CTV,POC,방범용,등촌동 654-58,공항대로51길 17,126.857614,37.555221,0,Y,0,,20151201,KSG,077,Y,,N,S,,777002,KSG,N,07,2016-02-05 14:30:40,2020-10-14 15:15:16,1150052000,,Y,C151014,
C201024_방화동 857(보조1) - 카메라 1,CTV,POC,방범용,방화동 857,방화대로34길 113,126.82252249855668,37.571654780064236,0,D,1,,20151201,KSG,077,Y,,N,S,,777002,KSG,N,04,2016-02-05 14:30:40,2019-03-06 10:56:46,1150060300,,N,C201024,
C251051_화곡동 358-15(고정1) - 카메라 1,CTV,POC,방범용,화곡동 358-15,강서로15길 132,126.838302,37.531509,0,D,1,,20151201,KSG,077,Y,,N,S,,777002,KSG,N,05,2016-02-05 14:30:40,2019-03-06 10:56:46,1150054000,,Y,C251051,화곡1동
C311035_화곡동 56-23(고정1) 초록마을로 18길 21 밀레니엄 빌라 방향,CTV,POC,방범용,화곡동 56-23, 초록마을로18길 36,126.84899969742764,37.540533766620236,0,Y,0,,20151201,KSG,077,Y,,N,S,,777002,KSG,N,02,2016-02-05 14:30:40,2020-10-14 15:15:16,1150059000,,N,C311035,
C151014_등촌동 654-58(고정2) (10시 GS25 앞 삼거리),CTV,POC,방범용,등촌동 654-58,공항대로51길 17,126.857614,37.555221,0,Y,0,,20151201,KSG,077,Y,,N,S,,777002,KSG,N,07,2016-02-05 14:30:40,2020-10-14 15:15:16,1150052000,,Y,C151014,
C301020_화곡동 341-43(고정1) - 강서로 12길 15-24 방향,CTV,POC,방범용,화곡동 341-43,강서로12길 15-18,126.847704,37.532006,0,Y,0,,20151201,KSG,077,Y,,N,S,,777002,KSG,N,03,2016-02-05 14:30:40,2020-10-14 15:15:16,1150059300,,N,C301020,
C191014_발산1동 682(고정2) (9시 승석하이츠빌라),CTV,POC,방범용,발산1동 682,공항대로36가길 56-6,126.83285,37.55387,0,Y,0,,20151201,KSG,077,Y,,N,S,,777002,KSG,N,10,2016-02-05 14:30:40,2020-10-14 15:15:16,1150061100,,N,C191014,
C151015_등촌동 712 (고정1) (10시 등촌1동 637-12 방향),CTV,POC,방범용,등촌동 712,양천로62길 41,126.860079,37.556082,0,Y,0,,20151201,KSG,077,Y,,N,S,,777002,KSG,N,07,2016-02-05 14:30:40,2020-10-14 15:15:16,1150052000,,Y,C151015,
C221007_방화3동 353-2(고정1)방화동동일스위트리버아파트방향,CTV,POC,방범용,방화3동 353-2,금낭화로24길 33-17,126.81517083492643,37.578507847978834,0,Y,0,,20151201,KSG,077,Y,,N,S,,777002,KSG,N,11,2016-02-05 14:30:40,2020-10-14 15:15:16,1150064100,,N,C221007,
C201025_방화동 607-143(고정2) (9시 금성교회),CTV,POC,방범용,방화동 607-143,방화동로12가길 8,126.81409365108733,37.56630197216598,0,Y,0,,20151201,KSG,077,Y,,N,S,,777002,KSG,N,04,2016-02-05 14:30:40,2020-10-14 15:15:16,1150063000,,N,C201025,
C221009_방화동 136-10(고정1)코알라어린이집방향,CTV,POC,방범용,방화동 835-9,방화대로50길 16,126.81811857646863,37.57650970082848,0,Y,0,,20151201,KSG,077,Y,,N,S,,777002,KSG,N,11,2016-02-05 14:30:40,2020-10-14 15:15:16,1150064100,,N,C221009,
C141022_공항동 45-88(고정1) (7시 공항대로),CTV,POC,방범용,공항동 45-88,공항대로3길 11,126.810112,37.562049,0,Y,0,,20151201,KSG,077,Y,,N,S,,777002,KSG,N,04,2016-02-05 14:30:40,2020-10-14 15:15:16,1150062000,,N,C141022,
C201022_방화동 485-3(보조1) (12시 방화월드메르디앙아파트 101동),CTV,POC,방범용,방화동 485-3,양천로11길 14,126.80991487443666,37.57406736982518,0,Y,0,,20151201,KSG,077,Y,,N,S,,777002,KSG,N,04,2016-02-05 14:30:40,2020-10-14 15:15:16,1150063000,,N,C201022,
C141019_공항동 52-16(보조1) (2시 송정제이빌아파트),CTV,POC,방범용,공항동 52-16,송정로 59,126.81003319199189,37.56002174867774,0,Y,0,,20151201,KSG,077,Y,,N,S,,777002,KSG,N,04,2016-02-05 14:30:41,2020-10-14 15:15:16,1150062000,,N,C141019,
C201027_방화동 499-1 개화초등학교 옆(고정1) - 카메라 1,CTV,POC,방범용,방화동499-1,양천로13,126.80507369185187,37.57341261131724,0,D,1,,20151201,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-05 14:30:41,2019-03-06 10:56:46,1150063000,,N,C201027,
C201026_방화동 249-156(공항교회 뒤)(고정1) (6시 방화동로12길 연결),CTV,POC,방범용,방화동 249-156,초원로14길 25,126.81406430472216,37.56718471309205,0,Y,0,,20151201,KSG,077,Y,,N,S,,777002,KSG,N,04,2016-02-05 14:30:41,2020-10-14 15:15:16,1150063000,,N,C201026,
C201025_방화동 607-143(고정1) (5시 방화동로12가길24 방향),CTV,POC,방범용,방화동 607-143,방화동로12가길 8,126.81409365108733,37.56630197216598,0,Y,0,,20151201,KSG,077,Y,,N,S,,777002,KSG,N,04,2016-02-05 14:30:41,2020-10-14 15:15:16,1150063000,,N,C201025,
C221007_방화3동 353-2(고정2)금낭화로24길29-5방향,CTV,POC,방범용,방화3동 353-2,금낭화로24길 33-17,126.81517083492643,37.578507847978834,0,Y,0,,20151201,KSG,077,Y,,N,S,,777002,KSG,N,11,2016-02-05 14:30:41,2020-10-14 15:15:16,1150064100,,N,C221007,
SC공원11 - 마곡중앙3로 어린이공원6호 앞 - 앰프(비상벨),EGB,EGB,앰프(비상벨),마곡동,마곡중앙3로 어린이공원6호 앞,126.82259868434215,37.563403561850244,0,Y,0,,20151210,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00:00,2019-03-06 12:55:05,,,N,SC공원11,
SC공원11 - 마곡중앙3로 어린이공원6호 앞 - 무선AP,WAP,WAP,무선AP,마곡동,마곡중앙3로 어린이공원6호 앞,126.82259868434215,37.563403561850244,0,Y,0,,20151210,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00:00,2018-06-27 17:54:56,,,N,SC공원11,
SC공원11 - 마곡중앙3로 어린이공원6호 앞 - 디자인폴,POL,POL,폴,마곡동,마곡중앙3로 어린이공원6호 앞,126.82259868434215,37.563403561850244,0,Y,0,,20151210,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00:00,2018-06-27 17:53:55,,,N,SC공원11,
SC공원11 - 마곡중앙3로 어린이공원6호 앞 - 디자인함체,HUL,HUL,함체,마곡동,마곡중앙3로 어린이공원6호 앞,126.82259868434215,37.563403561850244,0,Y,0,,20151210,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00:00,2018-06-27 17:54:29,,,N,SC공원11,
SC121_마곡중앙5로 마곡중학교 맞은편 - 스위치1,SWC,SWC,광스위치,마곡동,마곡중앙5로 마곡중학교 맞은편,126.821912154298,37.5670038552954,0,Y,0,,20151210,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00:00,2019-03-06 14:06:30,,,N,SC121,
SC121_마곡중앙5로 마곡중학교 맞은편 - 전원제어장치,PWE,PWE,전원제어장치,마곡동,마곡중앙5로 마곡중학교 맞은편,126.821912154298,37.5670038552954,0,Y,0,,20151210,KSG,077,Y,,N,S,30333,777002,KSG,N,,2016-02-15 10:00:00,2019-03-06 14:06:30,,,N,SC121,
SC121_마곡중앙5로 마곡중학교 맞은편 - 앰프(비상벨),EGB,EGB,앰프(비상벨),마곡동,마곡중앙5로 마곡중학교 맞은편,126.821912154298,37.5670038552954,0,Y,0,,20151210,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00:00,2019-03-06 14:06:30,,,N,SC121,
SC121_마곡중앙5로 마곡중학교 맞은편 - 무선AP,WAP,WAP,무선AP,마곡동,마곡중앙5로 마곡중학교 맞은편,126.821912154298,37.5670038552954,0,Y,0,,20151210,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00:00,2016-10-18 17:38:11,,,N,SC121,
SC121_마곡중앙5로 마곡중학교 맞은편 - 디자인폴,POL,POL,폴,마곡동,마곡중앙5로 마곡중학교 맞은편,126.821912154298,37.5670038552954,0,Y,0,,20151210,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00:00,2016-10-18 17:38:11,,,N,SC121,
SC121_마곡중앙5로 마곡중학교 맞은편 - 디자인함체,HUL,HUL,함체,마곡동,마곡중앙5로 마곡중학교 맞은편,126.821912154298,37.5670038552954,0,Y,0,,20151210,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00:00,2016-10-18 17:38:11,,,N,SC121,
SC123_마곡중앙5로와 마곡서로 교차 사거리 - 스위치1,SWC,SWC,광스위치,마곡동 363-7, -,126.82467150241584,37.5670850195632,0,Y,0,,20151210,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00:00,2019-03-06 15:55:42,,,N,SC123,
SC123_마곡중앙5로와 마곡서로 교차 사거리 - 전원제어장치,PWE,PWE,전원제어장치,마곡동 363-7, -,126.82467997420088,37.567087321376064,0,Y,1,,20151210,KSG,077,Y,,N,S,30333,777002,KSG,N,,2016-02-15 10:00:00,2019-03-06 15:55:42,,,N,SC123,
SC123_마곡중앙5로와 마곡서로 교차 사거리 - 앰프(비상벨),EGB,EGB,앰프(비상벨),마곡동 363-7, -,126.82467433312566,37.56708503569761,0,Y,0,,20151210,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00:00,2019-03-06 15:55:42,,,N,SC123,
SC123_마곡중앙5로와 마곡서로 교차 사거리 - 무선AP,WAP,WAP,무선AP,마곡동 363-7, -,126.82468563562017,37.56708735370299,0,Y,0,,20151210,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00:00,2018-04-10 16:09:23,,,N,SC123,
SC123_마곡중앙5로와 마곡서로 교차 사거리 - 디자인폴,POL,POL,폴,마곡동 363-7, -,126.82467435346867,37.56708278246354,0,Y,0,,20151210,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00:00,2018-04-10 16:11:20,,,N,SC123,
SC123_마곡중앙5로와 마곡서로 교차 사거리 - 디자인함체,HUL,HUL,함체,마곡동 363-7, -,126.82467716383495,37.56708505189053,0,Y,0,,20151210,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00:00,2018-04-10 16:12:34,,,N,SC123,
SC125_마곡서1로 140-24 - 스위치1,SWC,SWC,광스위치,마곡동,마곡서1로 140-24,126.821219289999,37.5684870844071,0,Y,0,,20151210,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00:00,2019-03-06 15:43:45,,,N,SC125,
SC125_마곡서1로 140-24 - 전원제어장치,PWE,PWE,전원제어장치,마곡동,마곡서1로 140-24,126.821219289999,37.5684870844071,0,Y,0,,20151210,KSG,077,Y,,N,S,30333,777002,KSG,N,,2016-02-15 10:00:00,2019-03-06 15:43:45,,,N,SC125,
SC125_마곡서1로 140-24 - 앰프(비상벨),EGB,EGB,앰프(비상벨),마곡동,마곡서1로 140-24,126.821219289999,37.5684870844071,0,Y,0,,20151210,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00:00,2019-03-06 15:43:45,,,N,SC125,
SC125_마곡서1로 140-24 - 무선AP,WAP,WAP,무선AP,마곡동,마곡서1로 140-24,126.821219289999,37.5684870844071,0,Y,0,,20151210,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00:00,2016-10-18 17:38:13,,,N,SC125,
SC125_마곡서1로 140-24 - 디자인폴,POL,POL,폴,마곡동,마곡서1로 140-24,126.821219289999,37.5684870844071,0,Y,0,,20151210,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00:00,2016-10-18 17:38:13,,,N,SC125,
SC125_마곡서1로 140-24 - 디자인함체,HUL,HUL,함체,마곡동,마곡서1로 140-24,126.821219289999,37.5684870844071,0,Y,0,,20151210,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00:00,2016-10-18 17:38:13,,,N,SC125,
SC127_마곡중앙로 단지 건너편 - 스위치1,SWC,SWC,광스위치,마곡동,마곡중앙로 단지 건너편,126.82653432618,37.5582670266182,0,Y,0,,20151210,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00:00,2019-03-06 15:56:12,,,N,SC127,
SC127_마곡중앙로 단지 건너편 - 전원제어장치,PWE,PWE,전원제어장치,마곡동,마곡중앙로 단지 건너편,126.82653432618,37.5582670266182,0,Y,1,,20151210,KSG,077,Y,,N,S,30333,777002,KSG,N,,2016-02-15 10:00:00,2019-03-06 15:56:12,,,N,SC127,
SC127_마곡중앙로 단지 건너편 - 앰프(비상벨),EGB,EGB,앰프(비상벨),마곡동,마곡중앙로 단지 건너편,126.82653432618,37.5582670266182,0,Y,1,,20151210,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00:00,2019-03-06 15:56:12,,,N,SC127,
SC127_마곡중앙로 단지 건너편 - 무선AP,WAP,WAP,무선AP,마곡동,마곡중앙로 단지 건너편,126.82653432618,37.5582670266182,0,Y,0,,20151210,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00:00,2016-10-18 17:38:13,,,N,SC127,
SC127_마곡중앙로 단지 건너편 - 디자인폴,POL,POL,폴,마곡동,마곡중앙로 단지 건너편,126.82653432618,37.5582670266182,0,Y,0,,20151210,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00:00,2016-10-18 17:38:13,,,N,SC127,
SC127_마곡중앙로 단지 건너편 - 디자인함체,HUL,HUL,함체,마곡동,마곡중앙로 단지 건너편,126.82653432618,37.5582670266182,0,Y,0,,20151210,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00:00,2016-10-18 17:38:13,,,N,SC127,
SC128_마곡서로와 공항대로 교차 사거리 - 스위치1,SWC,SWC,광스위치,마곡동,마곡서로와 공항대로 교차 사거리,126.823448842207,37.559856026875,0,Y,0,,20151210,KSG,077,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00:00,2019-03-06 15:56:04,,,N,SC128,
SC128_마곡서로와 공항대로 교차 사거리 - 전원제어장치,PWE,PWE,전원제어장치,마곡동,마곡서로와 공항대로 교차 사거리,126.823448842207,37.559856026875,0,Y,1,,20151210,KSG,077,Y,,N,S,30333,777002,KSG,N,,2016-02-15 10:00:00,2019-03-06 15:56:04,,,N,SC128,
G164004(G9013)_등촌2동 569-1 (그린파킹),CTV,GPK,그린파킹,등촌2동 569-1,등촌로35가길 18,126.86235,37.53784,0,Y,0,,20150201,KSG,077,Y,,N,S,119013,777002,KSG,,08,,2020-10-14 15:15:16,1150053000,,Y,G164004,
G164002(G9011)_등촌2동 524-13 (그린파킹),CTV,GPK,그린파킹,등촌2동 523-1,등촌로47길 15,126.860695,37.54599,0,Y,0,,20150201,KSG,077,Y,,N,S,119011,777002,KSG,,08,,2020-10-14 15:15:16,1150053000,,Y,G164002,
G274003(G9017)_화곡3동1048-14 (그린파킹),CTV,GPK,그린파킹,화곡3동1048-14,강서로35길 35,126.8369,37.542686,0,Y,0,,20150201,KSG,077,Y,,N,S,119017,777002,KSG,,09,,2020-10-14 15:15:16,1150056000,,Y,G274003,
G164001(G9010)_등촌2동 519-25 (그린파킹),CTV,GPK,그린파킹,등촌2동 519-25,등촌로39길 63,126.85969,37.54719,0,Y,0,,20150201,KSG,077,Y,,N,S,119010,777002,KSG,,08,,2020-10-14 15:15:16,1150053000,,Y,G164001,
G214004_개화동 373-61 (그린파킹),CTV,GPK,그린파킹,개화동 373-61,개화2길 11,126.79923,37.583183,0,Y,0,,,KSG,077,Y,,N,S,119009,777002,KSG,,04,,2020-10-14 15:15:16,1150064000,,Y,G214004,
G214002_개화동 363-34 (그린파킹),CTV,GPK,그린파킹,개화동 363-34,개화4길 29,126.799774,37.584534,0,Y,0,,,KSG,077,Y,,N,S,119007,777002,KSG,,04,,2020-10-14 15:15:16,1150064000,,Y,G214002,
G314001(G9005)_화곡본동 56-225 (그린파킹),CTV,GPK,그린파킹,화곡동 56-225,초록마을로16길 22,126.84949663223085,37.54111167693756,0,Y,0,,20150201,KSG,077,Y,,N,S,119005,777002,KSG,,02,,2020-10-14 15:15:16,1150059000,,Y,G314001,
G164003(G9012)_등촌2동 567-1 (그린파킹),CTV,GPK,그린파킹,등촌2동 567-1,등촌로13가길 12,126.862045,37.536125,0,Y,0,,20150201,KSG,077,Y,,N,S,119012,777002,KSG,,08,,2020-10-14 15:15:16,1150053000,,Y,G164003,
G9001_화곡1동 362-18 (그린파킹),CTV,GPK,그린파킹,화곡1동 362-18,가로공원로78가길 43,126.839226,37.533436,0,D,0,,,KSG,077,Y,,N,S,119001,777002,KSG,,05,,2016-10-18 17:38:12,1150054000,,N,,
